tahun,nama_provinsi,nama_kabupaten/kota,nama_kecamatan,nama_kelurahan,belum/tidakbekerja,mengurus_rumah_tangga,pelajar/mahasiswa,pensiunan,pegawai_negeri_sipil,tentara_nasional_indonesia,kepolisian_ri,perdagangan,petani_pekebun,peternak,nelayan/perikanan,industri,konstruksi,transportasi,karyawan_swasta,karyawan_bumn,karyawan_bumd,karyawan_honorer,buruh_harian_lepas,buruh_tani_perkebunan,buruh_nelayan_perikanan,buruh_peternakan,pembantu_rumah_tangga,tukang_cukur,tukang_listrik,tukang_batu,tukang_kayu,tukang_sol_sepatu,tukang_las_pandai_besi,tukang_jahit,tukang_gigi,penata_rias,penata_busana,penata_rambut,mekanik,seniman,tabib,paraji,perancang_busana,penterjemah,imam_mesjid,pendeta,pastor,wartawan,ustadz_mubaligh,juru_masak,promotor_acara,anggota_dpr_ri,anggota_dpd,anggota_bpk,presiden,wakil_presiden,anggota_mahkamah_konstitusi,anggota_kabinet_kementerian,duta_besar,gubernur,wakil_gubernur,bupati,wakil_bupati,walikota,wakil_walikota,anggota_dprd_provinsi,anggota_dprd_kabupaten_kota,dosen,guru,pilot,pengacara,notaris,arsitek,akuntan,konsultan,dokter,bidan,perawat,apoteker,psikiater_psikolog,penyiar_televisi,penyiar_radio,pelaut,peneliti,sopir,pialang,paranormal,pedagang,perangkat_desa,kepala_desa,biarawati,wiraswasta,lainnya,hakim
2014.0,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,MANGGA BESAR,1062.0,2047.0,1899.0,129.0,12.0,,1.0,2.0,,,,1.0,,4.0,2860.0,2.0,,4.0,109.0,2.0,,,3.0,,,,2.0,,,1.0,,,,,4.0,3.0,1.0,,,1.0,,5.0,,5.0,,,,,,,,,,,,,,,,,,,,5.0,33.0,,2.0,4.0,1.0,,1.0,21.0,,,2.0,,,,1.0,,31.0,,,74.0,,,,564.0,15.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,3223.0,4017.0,4028.0,95.0,42.0,7.0,9.0,39.0,,,,7.0,7.0,1.0,6416.0,11.0,1.0,25.0,472.0,1.0,,,1.0,,1.0,,1.0,,1.0,9.0,1.0,,,,10.0,5.0,,,,1.0,,2.0,,6.0,6.0,1.0,,,,,,,,,,,,,,,,,,3.0,72.0,1.0,3.0,,2.0,1.0,,14.0,2.0,4.0,,,,,2.0,,68.0,,,359.0,,,,1218.0,146.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,GLODOK,1016.0,1970.0,1948.0,69.0,4.0,1.0,,5.0,,,,5.0,,,3006.0,2.0,1.0,2.0,156.0,,,,,,,,,,,5.0,,,,,1.0,,,,,,,4.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,40.0,,2.0,1.0,,,,29.0,,,,,,,,1.0,4.0,,,132.0,,,1.0,553.0,90.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,PINANGSIA,2469.0,2522.0,2143.0,43.0,34.0,8.0,6.0,1.0,,,,2.0,1.0,9.0,4219.0,6.0,1.0,5.0,30.0,,,,2.0,1.0,,,,,,3.0,,,,,,1.0,,,,,,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,55.0,,4.0,,,,1.0,14.0,,5.0,,,,,4.0,,50.0,,,273.0,,,,823.0,101.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,TAMBORA,1897.0,2636.0,2690.0,44.0,14.0,4.0,1.0,7.0,,,,,,,3320.0,1.0,,2.0,324.0,,,,3.0,,,,,,,2.0,,1.0,,,,1.0,,,,,,5.0,,2.0,,,,,,,,,,,,,,,,,,,,5.0,68.0,,2.0,,,,1.0,14.0,3.0,1.0,,,,,,,49.0,,,290.0,,,1.0,991.0,31.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,KALI ANYAR,4517.0,5928.0,6612.0,75.0,78.0,17.0,17.0,2.0,,,,5.0,4.0,1.0,8066.0,9.0,1.0,2.0,411.0,,,,,,,,1.0,,,11.0,,3.0,,,2.0,2.0,1.0,,,,,1.0,,12.0,,,,,,,,,,,,,,,,,,,,1.0,130.0,,2.0,,,,,10.0,9.0,11.0,2.0,,,,2.0,,145.0,,,71.0,,,,2478.0,113.0,1.0
2014.0,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,DURI UTARA,3990.0,5262.0,5213.0,46.0,41.0,12.0,6.0,,,,,3.0,2.0,1.0,6724.0,13.0,2.0,1.0,761.0,1.0,1.0,,2.0,,,,,,2.0,11.0,,1.0,,1.0,1.0,,,,,,,7.0,,1.0,,,,,,,,,,,,,,,,,,,,3.0,82.0,,,,,,,11.0,2.0,2.0,,,,,3.0,,84.0,,,386.0,1.0,,,1555.0,126.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,TANAH SEREAL,4858.0,6562.0,6704.0,124.0,28.0,9.0,4.0,23.0,2.0,,,9.0,8.0,4.0,8172.0,8.0,2.0,31.0,1275.0,1.0,,,2.0,1.0,,1.0,,,,17.0,1.0,,3.0,1.0,3.0,5.0,,,,,,9.0,,10.0,5.0,,,,,,,,,,,,,,,,,,,11.0,136.0,,3.0,2.0,2.0,1.0,1.0,32.0,1.0,2.0,2.0,,,,,,118.0,,2.0,253.0,,,2.0,1973.0,157.0,1.0
2014.0,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,KERENDANG,3716.0,4814.0,5238.0,76.0,26.0,4.0,6.0,1.0,1.0,,,22.0,10.0,3.0,5870.0,2.0,,6.0,514.0,,,,1.0,,,,,,,2.0,,,1.0,,2.0,1.0,,,,,,1.0,,6.0,2.0,,,,,,,,,,,,,,,,,,,3.0,75.0,,1.0,,,,,17.0,2.0,,2.0,,,,1.0,,63.0,,,128.0,,,,2056.0,190.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,JEMBATAN BESI,6385.0,7166.0,7482.0,66.0,74.0,16.0,10.0,6.0,1.0,,3.0,13.0,4.0,3.0,8950.0,11.0,,4.0,834.0,,,,1.0,1.0,,,,,,9.0,,,,,1.0,4.0,,,,,,5.0,,12.0,2.0,,,,,,,,,,,,,,,,,,,2.0,168.0,,2.0,,1.0,,1.0,15.0,4.0,7.0,,,,,2.0,,169.0,,,538.0,,,1.0,3531.0,190.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,ANGKE,5600.0,7627.0,7847.0,69.0,49.0,17.0,11.0,17.0,,,3.0,13.0,5.0,2.0,10652.0,4.0,1.0,1.0,843.0,,,,3.0,,,,1.0,,,3.0,,,,,3.0,1.0,,,,,,9.0,,8.0,1.0,,,,,,,,,,,,,,,,,,,3.0,106.0,,3.0,,,2.0,,31.0,5.0,,2.0,,,,2.0,,135.0,,,554.0,,,,1960.0,139.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,JEMBATAN LIMA,3683.0,5348.0,5647.0,52.0,33.0,3.0,9.0,4.0,,,,10.0,5.0,3.0,6742.0,8.0,,11.0,709.0,,,,3.0,,1.0,,,,,12.0,,,,,12.0,5.0,1.0,,,,,6.0,,12.0,2.0,1.0,,,,,,,,,,,,,,,,,,3.0,106.0,,4.0,,,3.0,2.0,24.0,3.0,2.0,,,,,2.0,,126.0,,,555.0,,,2.0,1557.0,115.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,PEKOJAN,4011.0,5652.0,6007.0,85.0,21.0,5.0,5.0,6.0,2.0,,6.0,3.0,3.0,2.0,8300.0,11.0,4.0,4.0,957.0,2.0,1.0,1.0,2.0,,1.0,2.0,,,,14.0,,,5.0,2.0,14.0,5.0,,,,,,13.0,,3.0,1.0,,,,,,,,,,,,,,,,,,,10.0,107.0,,6.0,,1.0,6.0,,18.0,2.0,3.0,,,,,7.0,,91.0,,,440.0,6.0,,13.0,1491.0,95.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,ROA MALAKA,471.0,865.0,928.0,35.0,7.0,1.0,1.0,1.0,,,,,,,1386.0,3.0,,3.0,29.0,,,,3.0,,,,,,,,,,,,1.0,1.0,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,2.0,14.0,,1.0,,1.0,,,17.0,,,1.0,,,,,,8.0,,,123.0,,,1.0,287.0,42.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,DURI SELATAN,2594.0,3525.0,3913.0,71.0,38.0,5.0,9.0,7.0,,,,3.0,3.0,3.0,4640.0,4.0,,9.0,399.0,,,,4.0,1.0,1.0,,,,,4.0,,,,,2.0,3.0,,,,,,9.0,,3.0,,,,,,,,,,,,,,,,,,,,5.0,81.0,1.0,,,1.0,,1.0,14.0,,2.0,,,,,,,50.0,,,248.0,,,,1202.0,113.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KEBON JERUK,9353.0,10457.0,12845.0,816.0,855.0,62.0,43.0,107.0,42.0,,,12.0,26.0,10.0,13572.0,188.0,14.0,105.0,1090.0,87.0,3.0,2.0,20.0,,5.0,1.0,3.0,,2.0,13.0,,1.0,,4.0,24.0,26.0,,2.0,2.0,1.0,1.0,16.0,7.0,70.0,15.0,5.0,1.0,3.0,,1.0,,,,,,,,,,,,,1.0,56.0,588.0,7.0,27.0,8.0,11.0,10.0,20.0,121.0,19.0,45.0,5.0,1.0,,,6.0,2.0,209.0,,,261.0,1.0,,11.0,4528.0,438.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,SUKABUMI UTARA,7087.0,8046.0,9867.0,434.0,439.0,70.0,32.0,10.0,,,,10.0,9.0,,10166.0,102.0,8.0,17.0,180.0,,,,4.0,,,1.0,,,,4.0,,,1.0,,2.0,10.0,,,,,,3.0,,41.0,,,,,,,,,,,,,,,,,,1.0,,32.0,591.0,2.0,12.0,1.0,5.0,,7.0,62.0,8.0,12.0,1.0,1.0,1.0,,8.0,1.0,87.0,,,638.0,,,,4756.0,151.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,SUKABUMI SELATAN,7278.0,7809.0,9531.0,238.0,296.0,28.0,19.0,,1.0,,,11.0,11.0,,8905.0,132.0,4.0,4.0,158.0,2.0,,,,,,,,,,12.0,,,,1.0,,6.0,,,,1.0,,2.0,,23.0,,,,,,,,,,,,,,,,,,,,39.0,470.0,,5.0,1.0,3.0,1.0,4.0,60.0,8.0,17.0,,1.0,,,,,77.0,,,91.0,,,,5488.0,217.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KELAPA DUA,4244.0,4577.0,6067.0,476.0,538.0,106.0,25.0,5.0,2.0,,,4.0,3.0,,6314.0,75.0,5.0,3.0,221.0,2.0,,,7.0,,,,,,,2.0,,,,,2.0,3.0,,,,,,2.0,,30.0,1.0,,,,,,,,,,,,,,,,,1.0,,26.0,303.0,3.0,12.0,6.0,5.0,2.0,3.0,69.0,7.0,20.0,2.0,1.0,1.0,1.0,7.0,,51.0,,,301.0,,,,2094.0,192.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,DURI KEPA,10088.0,13652.0,14235.0,736.0,255.0,22.0,37.0,1.0,1.0,,,24.0,22.0,5.0,18483.0,42.0,3.0,9.0,1356.0,1.0,,,1.0,,1.0,,,,,1.0,,,,,5.0,11.0,,,,,,36.0,3.0,33.0,,,,,,,,,,,,,,,,,,,,63.0,356.0,1.0,21.0,9.0,3.0,4.0,10.0,243.0,10.0,9.0,3.0,1.0,,,,3.0,209.0,,,116.0,,,1.0,5650.0,361.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KEDOYA UTARA,8381.0,10002.0,10872.0,336.0,144.0,39.0,104.0,8.0,3.0,,,9.0,10.0,5.0,13562.0,25.0,4.0,9.0,884.0,5.0,,,7.0,,2.0,2.0,1.0,,2.0,3.0,1.0,1.0,,,8.0,8.0,,,,,,12.0,2.0,18.0,2.0,,,,,,,,,,,,,,,,,,,27.0,303.0,,12.0,4.0,7.0,6.0,3.0,128.0,11.0,15.0,2.0,1.0,,,1.0,1.0,208.0,,,653.0,1.0,,8.0,3499.0,220.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KEDOYA SELATAN,5875.0,6829.0,7558.0,278.0,234.0,17.0,15.0,4.0,2.0,,1.0,5.0,3.0,2.0,10138.0,24.0,,4.0,869.0,2.0,,,6.0,,,,,,,3.0,,,1.0,,3.0,8.0,,,,,,22.0,2.0,26.0,2.0,,,,,,,,,,,,,,,,,,,27.0,348.0,1.0,12.0,4.0,3.0,2.0,8.0,106.0,5.0,11.0,3.0,2.0,,,1.0,,103.0,,,280.0,,,,1852.0,79.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA BARAT,KALI DERES,KALIDERES,13632.0,15196.0,18157.0,461.0,335.0,102.0,288.0,18.0,6.0,,,22.0,13.0,15.0,22274.0,47.0,3.0,41.0,1410.0,4.0,,,9.0,1.0,1.0,5.0,,,1.0,10.0,,3.0,,2.0,3.0,10.0,,,,,,27.0,,32.0,8.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,29.0,648.0,10.0,14.0,4.0,1.0,2.0,5.0,100.0,39.0,47.0,1.0,1.0,,1.0,10.0,1.0,209.0,,,421.0,,,4.0,3909.0,301.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA BARAT,KALI DERES,SEMANAN,15491.0,14483.0,17535.0,152.0,220.0,52.0,58.0,106.0,25.0,,3.0,23.0,10.0,5.0,19743.0,15.0,1.0,23.0,1669.0,6.0,,1.0,1.0,,1.0,,1.0,1.0,,2.0,1.0,,,,2.0,8.0,,,,1.0,,7.0,,16.0,4.0,,,,,,,,,,,,,,,,,,,17.0,562.0,,3.0,,,1.0,1.0,33.0,27.0,23.0,,,,,1.0,,149.0,,,1.067,,,,5412.0,296.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA BARAT,KALI DERES,TEGAL ALUR,17720.0,19093.0,19959.0,354.0,388.0,57.0,83.0,1.0,,,9.0,33.0,17.0,7.0,27564.0,45.0,,10.0,2233.0,5.0,,,2.0,,,,1.0,,,8.0,,,,,10.0,7.0,1.0,1.0,,,,27.0,,30.0,7.0,,,,,,,,,,,,,,,,,,,19.0,602.0,,6.0,1.0,,,,43.0,29.0,23.0,,,,,3.0,,307.0,,,654.0,,,,4002.0,468.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA BARAT,KALI DERES,KAMAL,10581.0,11831.0,12024.0,121.0,132.0,17.0,22.0,9.0,9.0,,3.0,64.0,14.0,16.0,12896.0,10.0,1.0,19.0,3223.0,20.0,4.0,,1.0,,,3.0,2.0,,,,,,,,1.0,1.0,,,,,,5.0,,9.0,2.0,,,,,,,,,,,,,,,,,,,11.0,397.0,,3.0,,1.0,,,17.0,13.0,8.0,,1.0,,,4.0,,118.0,,1.0,166.0,,,1.0,2256.0,501.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA BARAT,KALI DERES,PEGADUNGAN,12791.0,15724.0,18575.0,447.0,252.0,34.0,37.0,3.0,6.0,,1.0,21.0,9.0,6.0,19125.0,36.0,2.0,13.0,2057.0,,,,3.0,,,,,,,1.0,,2.0,,,6.0,6.0,,,1.0,,,41.0,,26.0,,,,,,,,,,,,,,,,,,1.0,,31.0,687.0,14.0,15.0,4.0,5.0,,5.0,116.0,20.0,19.0,2.0,2.0,,1.0,6.0,1.0,72.0,,1.0,302.0,,,2.0,6090.0,370.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA BARAT,PALMERAH,PALMERAH,11034.0,13093.0,16263.0,745.0,777.0,108.0,237.0,4.0,,,2.0,11.0,8.0,4.0,18667.0,172.0,5.0,22.0,1926.0,5.0,,,18.0,,,,,,,34.0,,,,,19.0,18.0,1.0,,1.0,1.0,,16.0,1.0,44.0,3.0,,,1.0,,,,,1.0,,,,,,,,,,,56.0,623.0,,26.0,3.0,4.0,,7.0,117.0,21.0,41.0,3.0,,,,4.0,1.0,261.0,,,1.072,,,24.0,4944.0,202.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA BARAT,PALMERAH,SLIPI,2974.0,3615.0,4457.0,195.0,196.0,9.0,394.0,4.0,,,,4.0,3.0,,5244.0,35.0,2.0,7.0,319.0,,,,7.0,,3.0,,,,,4.0,,,,,2.0,6.0,,,,,,7.0,4.0,11.0,,,,,,,,,2.0,,,,,,,,,,,9.0,155.0,1.0,8.0,,3.0,1.0,3.0,39.0,11.0,11.0,1.0,,,,2.0,,41.0,,,169.0,,,,1044.0,108.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA BARAT,PALMERAH,KOTA BAMBU UTARA,5436.0,5950.0,6246.0,160.0,241.0,14.0,17.0,2.0,,,,1.0,3.0,,6968.0,20.0,2.0,4.0,734.0,,,1.0,1.0,,,,,,,1.0,,,,,,4.0,,,,,,4.0,,7.0,2.0,,,,,,,,,,,,,,,,,,,9.0,164.0,,4.0,1.0,1.0,,4.0,41.0,3.0,8.0,,2.0,,,2.0,,80.0,,,614.0,,,,2278.0,36.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA BARAT,PALMERAH,JATI PULO,5523.0,6681.0,7392.0,274.0,297.0,18.0,23.0,2.0,1.0,,,2.0,4.0,3.0,9124.0,51.0,5.0,26.0,576.0,,,,9.0,,1.0,,1.0,,,6.0,,1.0,,,10.0,4.0,,,,1.0,,7.0,,22.0,4.0,,,,,,,,,,,,,,,,,,,24.0,178.0,,11.0,4.0,3.0,1.0,3.0,71.0,7.0,17.0,1.0,,,,3.0,1.0,190.0,,1.0,616.0,,,,2058.0,49.0,1.0
2014.0,PROVINSI DKI JAKARTA,JAKARTA BARAT,PALMERAH,KEMANGGISAN,5881.0,6772.0,8807.0,614.0,778.0,33.0,28.0,52.0,1.0,,1.0,12.0,11.0,3.0,9533.0,238.0,8.0,47.0,804.0,3.0,,3.0,35.0,1.0,3.0,1.0,,,,4.0,1.0,1.0,,4.0,10.0,15.0,,,1.0,,,11.0,1.0,37.0,1.0,1.0,,2.0,,1.0,,,,,,,,,,,,,,68.0,293.0,3.0,24.0,7.0,9.0,1.0,15.0,140.0,8.0,12.0,9.0,1.0,,,7.0,,135.0,,,333.0,,,,2911.0,144.0,1.0
2014.0,PROVINSI DKI JAKARTA,JAKARTA BARAT,PALMERAH,KOTA BAMBU SELATAN,4080.0,4904.0,5649.0,153.0,187.0,16.0,16.0,6.0,2.0,,,2.0,3.0,,5846.0,37.0,3.0,5.0,693.0,,,,1.0,,3.0,,,,,4.0,,,,,3.0,3.0,,,,,,9.0,,9.0,,,,,,,,,,,,,,,,,,,,4.0,150.0,,3.0,1.0,1.0,1.0,,16.0,4.0,19.0,,,,,2.0,,89.0,,,507.0,,,,2275.0,58.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,KEMBANGAN UTARA,9799.0,12048.0,13126.0,226.0,248.0,40.0,46.0,2.0,35.0,,,8.0,6.0,5.0,15701.0,55.0,1.0,36.0,450.0,2.0,,,11.0,,,,,,,7.0,,,,1.0,3.0,9.0,,,,,,15.0,,23.0,1.0,,,,,,,,,,,,,,,1.0,,,,36.0,443.0,1.0,12.0,2.0,4.0,8.0,6.0,80.0,23.0,21.0,1.0,1.0,,,5.0,2.0,151.0,,,169.0,,,,5567.0,228.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,MERUYA UTARA,6857.0,8644.0,10153.0,784.0,516.0,26.0,30.0,4.0,10.0,,,9.0,4.0,2.0,13300.0,117.0,2.0,1.0,269.0,25.0,,,7.0,,,1.0,,,,,,,,,1.0,7.0,,,,,,28.0,,42.0,,,,1.0,,,,,,,,,,,,,,1.0,,63.0,344.0,1.0,15.0,6.0,10.0,1.0,6.0,168.0,6.0,9.0,5.0,1.0,,,5.0,,110.0,,,26.0,,,,3803.0,310.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,MERUYA SELATAN,5713.0,5670.0,6914.0,544.0,747.0,23.0,28.0,2.0,24.0,,,7.0,4.0,3.0,7156.0,116.0,3.0,48.0,496.0,27.0,1.0,,11.0,,,,1.0,,,1.0,,,,,6.0,11.0,,,,1.0,,1.0,3.0,36.0,,1.0,,2.0,,,,,,,,,,,,,,,,33.0,360.0,1.0,14.0,4.0,3.0,,7.0,47.0,7.0,28.0,2.0,,,,2.0,,82.0,,,152.0,,,3.0,2761.0,226.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,SRENGSENG,7812.0,8644.0,10911.0,511.0,561.0,29.0,47.0,7.0,2.0,,2.0,12.0,19.0,4.0,11503.0,72.0,2.0,11.0,575.0,3.0,,,12.0,,,,,,,2.0,,1.0,,,,10.0,1.0,,,,,7.0,,21.0,3.0,,,1.0,,,,,,,,,,,,,,1.0,,36.0,487.0,2.0,18.0,3.0,2.0,3.0,9.0,107.0,18.0,32.0,2.0,,1.0,,6.0,1.0,115.0,,,365.0,,,1.0,4140.0,298.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,JOGLO,7182.0,7969.0,9944.0,678.0,835.0,20.0,41.0,30.0,5.0,,1.0,3.0,7.0,2.0,10592.0,145.0,5.0,30.0,823.0,6.0,,,6.0,,1.0,,,,,1.0,,,,,,9.0,,,1.0,,,9.0,,46.0,,,,1.0,,,,,,,,,,,,,,,,75.0,496.0,6.0,7.0,3.0,5.0,,7.0,115.0,14.0,20.0,1.0,,,,2.0,,127.0,,,173.0,,,1.0,2902.0,146.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,KEMBANGAN SELATAN,3798.0,5442.0,6779.0,248.0,169.0,10.0,9.0,,5.0,,1.0,5.0,3.0,3.0,7480.0,21.0,4.0,7.0,323.0,21.0,,,10.0,,,,,,,1.0,,,,,,2.0,,,,,,11.0,1.0,27.0,,1.0,,,,,,,,,,,,,,,,,,39.0,197.0,,16.0,3.0,12.0,,9.0,117.0,3.0,3.0,1.0,1.0,,,2.0,2.0,53.0,,,155.0,,,4.0,1888.0,213.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,TEBET TIMUR,2540.0,3473.0,4982.0,578.0,446.0,18.0,20.0,2.0,2.0,,,2.0,8.0,1.0,5516.0,235.0,9.0,2.0,56.0,,,,10.0,,,,,,,1.0,,1.0,,,1.0,23.0,,,,,,14.0,,30.0,2.0,,,2.0,,,,,,,,,,,,,,,,69.0,162.0,5.0,32.0,11.0,4.0,,15.0,174.0,5.0,5.0,3.0,2.0,1.0,,5.0,1.0,32.0,,,80.0,3.0,,,1559.0,233.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,TEBET BARAT,2928.0,3964.0,6031.0,558.0,496.0,23.0,24.0,2.0,1.0,1.0,2.0,4.0,3.0,1.0,6829.0,197.0,6.0,18.0,152.0,,,,16.0,,,,,,,6.0,,,,,,21.0,,,1.0,,1.0,18.0,,39.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,65.0,167.0,3.0,33.0,17.0,8.0,,19.0,174.0,6.0,12.0,2.0,1.0,,2.0,2.0,2.0,64.0,,,144.0,,,,1914.0,135.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,MENTENG DALAM,6633.0,7983.0,9419.0,667.0,604.0,22.0,19.0,,1.0,,,4.0,14.0,2.0,11726.0,247.0,8.0,25.0,789.0,,,1.0,7.0,1.0,,1.0,1.0,,,8.0,,,,,1.0,26.0,,,,1.0,,11.0,5.0,33.0,6.0,,,2.0,1.0,,,,,1.0,,,,,,,,1.0,,52.0,349.0,1.0,20.0,10.0,7.0,2.0,9.0,120.0,8.0,12.0,1.0,,,,2.0,2.0,138.0,,,309.0,,,1.0,2305.0,185.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,KEBON BARU,6369.0,7806.0,9414.0,543.0,483.0,25.0,21.0,1.0,1.0,,,3.0,3.0,2.0,10700.0,160.0,7.0,18.0,837.0,,,,16.0,,,,,,,3.0,,,,,18.0,23.0,,,,,,4.0,,27.0,1.0,,,3.0,1.0,,,,,,,,,,,,,1.0,,49.0,392.0,6.0,30.0,8.0,8.0,,6.0,103.0,12.0,21.0,4.0,1.0,,,8.0,,152.0,,,122.0,,,,3276.0,226.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,BUKIT DURI,6564.0,8244.0,9853.0,496.0,479.0,20.0,26.0,2.0,1.0,,,8.0,16.0,3.0,10688.0,145.0,6.0,13.0,772.0,,,,6.0,,,,,,,8.0,,1.0,1.0,,8.0,14.0,1.0,,,1.0,,2.0,,32.0,6.0,,,1.0,,,,,,,,,,,,,,,,36.0,325.0,2.0,10.0,2.0,1.0,2.0,10.0,56.0,12.0,22.0,5.0,,,,17.0,1.0,164.0,,1.0,439.0,,,,2843.0,490.0,
